Job_Title,Company,City,Salary,Description,Experience,Education,Skills
Not Mentioned,Not Mentioned,Remote,11-20 Lacs PA,"ML and Data Science Domain. Python, NumPy, Pandas, Matplotlib, Scikit-Learn, TensorFlow...",5-9 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization","['Matplotlib', 'Pandas', 'Numbpy', 'Google vertex AI']"
Not Mentioned,Calfus Technologies India,"Pune, Bengaluru",Not disclosed,"The ideal candidate will be a quick learner, well-versed in the latest AI / ML and data...",3-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Data analysis', 'Analytical', 'Machine learning', 'Data collection', 'Data processing', 'Data quality', 'Natural language processing', 'Regression analysis', 'Python']"
Not Mentioned,Not Mentioned,Remote,Not disclosed,"Minimum of 7 years of hands-on experience in machine learning and data science roles, w...",6-8 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Pytorch', 'Tensorflow', 'Pandas', 'hyperopt', 'numpy', 'AutoML', 'SQL']"
Not Mentioned,Not Mentioned,"New Delhi, Pune, Gurugram",20-35 Lacs PA,"Role: Machine Learning Engineer Experience- 4 to 6 YearsLocation- Pune, Delhi NCRSkills...",4-6 Yrs,"Education
UG: Any Graduate",['Deep Learning']
Not Mentioned,Not Mentioned,Remote,27.5-42.5 Lacs PA,"Experience in programming skills in Python, Langchain and SQL is a mustPerform business...",5-10 Yrs,"Education
UG: Any Graduate","['GCP', 'Artificial Intelligence', 'Machine Learning Algorithms', 'AWS']"
Not Mentioned,Nurdsoft,Remote,Not disclosed,"Experience with large-scale datasets, supporting dozens of millions of users . Ability ...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['python', 'c++', 'modeling', 'software development', 'c', 'natural language processing', 'scala', 'neural networks', 'machine learning', 'artificial intelligence', 'sql', 'deep learning', 'tensorflow', 'java', 'data science', 'spark', 'writing', 'computer vision', 'pytorch', 'statistical modeling', 'keras', 'ml']"
Not Mentioned,Not Mentioned,Chennai,Not disclosed,. What do you need to bring- . - Bachelors with 4+ years of experience or Masters with ...,4-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Data analysis', 'data science', 'Artificial Intelligence', 'Billing', 'Machine learning', 'Vulnerability', 'Information technology', 'Analytics', 'Financial services', 'SQL']"
Not Mentioned,Botminds,Chennai,Not disclosed,    We are looking for an exceptional ML Engineer who can help us to provide a great us...,2-5 Yrs,"Education
UG: Any Graduate
PG: LLM in Law","['deep learning', 'Artificial Intelligence', 'SAAS', 'Machine learning', 'Infrastructure development', 'Manager Technology', 'Programming', 'Research', 'Python']"
Not Mentioned,Galaxy Weblinks,Remote,Not disclosed,"Proficiency in data preprocessing, feature engineering, and model evaluation techniques...",2-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'Version control', 'GIT', 'Artificial Intelligence', 'Machine learning', 'Cloud', 'Predictive modeling', 'Natural language processing', 'Management', 'Python']"
Not Mentioned,Not Mentioned,Hyderabad,Not disclosed,. Bachelors with 0-5+ years or MS with 0-3+ in engineering . Minimum 5 experience in Ma...,0-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Computer vision', 'SAN', 'Linux', 'Coding', 'TDD', 'Machine learning', 'Debugging', 'Data structures', 'Python']"
Not Mentioned,Not Mentioned,Bhopal,Not disclosed,"Preferred qualification: PhD in Computer Science or related areas, such as, PhD in ML /...",0-3 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Machine learning', 'Research', 'Robotics', 'Python']"
Not Mentioned,MARSIAN Technologies,Pune,Not disclosed,Good to have AWS or GCP skillset or Docker,0-1 Yrs,"Education
UG: B.Sc in Chemistry
PG: Any Postgraduate","['Computer science', 'software architecture', 'Statistical analysis', 'GCP', 'Data modeling', 'Analytical', 'Machine learning', 'Data structures', 'Mathematics', 'Python']"
Not Mentioned,Not Mentioned,"Chandigarh, Panchkula",Not disclosed,"Minimum Requirements: . This work will involve resources having experience in AI, Data ...",0-2 Yrs,"Education
UG: B.Tech/B.E. in Computers
PG: Post Graduation Not Required","['NoSQL', 'Web services', 'Web technologies', 'data science', 'Django', 'Machine learning', 'Manager Technology', 'Spring', 'SQL', 'Python']"
Not Mentioned,Not Mentioned,Bengaluru,Not disclosed,Naghavi fintech is looking for Artificial Intelligence / Machine Learning Developer to ...,4-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Neural networks', 'Artificial Intelligence', 'Machine learning', 'SAGE']"
Not Mentioned,Splore Human Centric Ai,Bengaluru,Not disclosed,"Experience with data-driven product development: analytics, A / B testing, etc . Strong...",4-9 Yrs,"Education
UG: B.Sc in Any Specialization
PG: Any Postgraduate","['Computer vision', 'Coding', 'Artificial Intelligence', 'Machine learning', 'Information retrieval', 'Perl', 'Forecasting', 'Analytics', 'Python']"
Not Mentioned,LMES Academy,Chennai,Not disclosed,Retrieval-Augmented Generation (RAG): Good understanding on RAG systems to improve the ...,2-4 Yrs,"Education
UG: Any Graduate","['Generative AI', 'API', 'Python']"
Not Mentioned,Not Mentioned,Chennai,Not disclosed,. What do you need to bring- . Bachelors Degree in a quantitative field (Computer Scien...,1-2 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Analytical skills', 'Data analysis', 'data science', 'Artificial Intelligence', 'Diversity and Inclusion', 'Machine learning', 'Manager Technology', 'Wellness', 'Financial services']"
Not Mentioned,Purecode Software,Hyderabad,Not disclosed,build a must use developer tool for front-end engineers to build web software 100x fast...,3-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","['AI Researcher', 'ML Engineer', 'Algorithms', 'CometML', 'Docker', 'VLM', 'data warehousing', 'AI models', 'Mlflow', 'LLM', 'ML Developer']"
Not Mentioned,Gizmeon Technologies,Hybrid - Kochi,8-18 Lacs PA,"Gizmeon Technologies, a complete digital solution provider is actively looking for 5 to...",5-10 Yrs,"Education
UG: B.Tech/B.E. in Computers","['Tensorflow', 'Pytorch', 'Natural Language Processing', 'Kubernetes']"
Not Mentioned,Not Mentioned,Mumbai,Not disclosed,Specific experience in AI areas like Statistical Proven experience as a Machine Learnin...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['software architecture', 'Operations research', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'Data structures', 'Natural language processing', 'Python']"
Not Mentioned,Not Mentioned,Coimbatore,Not disclosed,"Certification or training in MLOps, machine learning, or related fields . Background in...",2-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['ERP', 'orchestration', 'data science', 'Machine learning', 'Data structures', 'Data processing', 'Customer relationship', 'Team building', 'Python', 'CRM']"
Not Mentioned,Forgeahead Solutions,Pune,Not disclosed,"   Bachelor's or Master's degree in Computer Science, Machine Learning, or related fiel...",3-5 Yrs,"Education
UG: Any Graduate
PG: LLM in Law, Any Postgraduate","['application software', 'algorithms', 'python', 'cnn', 'software development', 'modeling', 'natural language processing', 'neural networks', 'engineering', 'machine learning', 'artificial intelligence', 'deep learning', 'tensorflow', 'lstm', 'computer vision', 'pytorch', 'keras', 'ml']"
Not Mentioned,Sndk Corp,Ahmedabad,Not disclosed,"The ideal candidate should have a strong background in computer science, mathematics, a...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Analytical skills', 'Cloud computing', 'C++', 'Artificial Intelligence', 'Machine learning', 'Programming', 'power bi', 'data visualization', 'Python']"
Not Mentioned,Inavan,Kochi,Not disclosed,Experience in Image Processing Computer Vision projects . Thorough experience in Deep L...,1-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer vision', 'deep learning', 'Web application development', 'Image processing', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Signal processing', 'Technical support', 'Python']"
Not Mentioned,Not Mentioned,Hyderabad,Not disclosed,"Qualifications: . BTech / BE in computer science, electrical, electronics or related fi...",3-4 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization
PG: LLM in Law","['Computer science', 'Health insurance', 'Artificial Intelligence', 'Machine learning', 'Hypothesis Testing', 'Data quality', 'data visualization', 'Open source', 'Monitoring', 'Python']"
Not Mentioned,Not Mentioned,Mumbai,Not disclosed,wizr.ai is looking for Machine Learning Engineer to join our dynamic team and embark on...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['algorithms', 'python', 'modeling', 'natural language processing', 'neural networks', 'data pipeline', 'machine learning', 'artificial intelligence', 'scalability', 'deep learning', 'ml algorithms', 'predictive modeling', 'computer vision', 'troubleshooting', 'machine learning algorithms', 'ml']"
Not Mentioned,TAC Security,"Mumbai, Pune",Not disclosed, Ensures software applications are built with quality while conforming to corporate and...,2-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['SAN', 'deep learning', 'Artificial Intelligence', 'MySQL', 'Machine learning', 'Data analytics', 'data visualization', 'Vulnerability management', 'big data', 'Python']"
Not Mentioned,Not Mentioned,Pune,Not disclosed,The ideal candidate will be able to apply predictive models and must possess strong sof...,2-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Tensorflow', 'Algorithm Development', 'Image Processing', 'Image Segmentation', 'Machine Learning Algorithms', 'Computer Vision', 'Strong Analytical Skills', 'Deep Learning', 'Python']"
Not Mentioned,Not Mentioned,Mumbai,Not disclosed,  Education Background  - BE in Computer Science    We are looking for a Machine Learni...,4-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Training', 'Statistical analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Programming', 'Research', 'Statistics', 'Testing']"
Not Mentioned,Megdap Innovation Labs,Pune,Not disclosed, Machine learning and AI Engineer Company Profile  Megdap is a leader in langauge techn...,2-5 Yrs,"Education
UG: Any Graduate
PG: Post Graduation Not Required","['Computer science', 'C++', 'GIT', 'Linux', 'Image processing', 'Machine learning', 'Perl', 'Open source', 'MATLAB', 'Python']"
Not Mentioned,Banyan Solutions,Hyderabad,Not disclosed,"Technology head Data science, data analytics background Hyderabad Job Title: Python, Ma...",2-6 Yrs,"Education
UG: Any Graduate
PG: Post Graduation Not Required","['Technology Head', 'python', 'data science', 'Machine learning', 'Data analytics']"
Not Mentioned,Banyan Solutions,Hyderabad,Not disclosed,Computer Science graduates from Premier Institutes (IITIISCIIITCentral Universities) Pr...,2-6 Yrs,"Education
UG: Any Graduate
PG: Post Graduation Not Required","['Computer science', 'Analytical skills', 'Machine learning', 'Programming', 'Research', 'Asap', 'Python', 'Testing']"
Not Mentioned,Not Mentioned,"Mumbai, Delhi / NCR, Bengaluru",Not disclosed,"Experience with deep learning frameworks (e.g, Keras, Caffe). . - Knowledge of cloud pl...",4-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","['Tensorflow', 'Cloud Services', 'Image Processing', 'Version Control System', 'Data Analytics', 'Numpy', 'Deep Learning', 'Python']"
Not Mentioned,Prudential,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed, The ideal candidate should have an established background in designing and building a ...,4-9 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Cloud computing', 'Automation', 'Manager Quality Assurance', 'Machine learning', 'JSON', 'Monitoring', 'SQL', 'Python', 'Recruitment']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Skills Required: . You possess an advanced degree, ideally a Masters, in Mathematics, S...",8-10 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Data modeling', 'MySQL', 'Machine learning', 'Troubleshooting', 'Business solutions', 'Analytics', 'Monitoring', 'Python', 'Capacity planning']"
Not Mentioned,Bebo Technologies,"Hybrid - Chandigarh, Pune, Delhi / NCR",Not disclosed,"Performance Monitoring: Monitor and evaluate the performance of deployed models, ensuri...",3-8 Yrs,"Education
UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization
PG: MCA in Any Specialization, M.Tech in Any Specialization","['Pytorch', 'Keras', 'Scikit-Learn', 'Python']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,. Ability to select hardware to run an ML model with the required latency . You must be...,7-12 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Training', 'deep learning', 'Analytical', 'Machine learning', 'Data collection', 'Deployment', 'Data quality', 'Hardware', 'Individual Contributor', 'Python']"
Not Mentioned,Level Ai,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,Proficient in PythonKnowledge and practical experience in solving NLP problems in areas...,3-7 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Enterprise applications', 'Machine learning', 'Data structures', 'Silicon', 'Pattern recognition', 'Open source', 'Data mining', 'Monitoring', 'Python']"
Not Mentioned,Not Mentioned,Pune,Not disclosed,Develop tools to help detect shifts in data / features used by ML models to identify is...,0-7 Yrs,"Education
UG: Any Graduate
PG: MBA/PGDM in Any Specialization, M.Com in Commerce, CA in CA","['US GAAP', 'Machine learning', 'CMS', 'HTML', 'ITES', 'Vice President IT', 'SSIS', 'Solution delivery', 'Information technology', 'AWS']"
Not Mentioned,Ethnotech Academy,Bengaluru,Not disclosed,"  Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NL...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Training', 'deep learning', 'tableau', 'data science', 'Coding', 'Analytical', 'Machine learning', 'Subject Matter Expert', 'Python']"
Not Mentioned,Not Mentioned,Mumbai (All Areas),Not disclosed,Job Responsibilities:  Design and implement end-to-end machine learning workflows for i...,4-7 Yrs,"Education
UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization
PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization","['Pandas', 'NumPy']"
Not Mentioned,tiket.com,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"  Machine Learning Engineer is kinda similar to a Software Engineer, with additional co...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['deep learning', 'software architecture', 'data science', 'Machine learning', 'Architectural design', 'Manager Technology', 'Data processing', 'Supervision', 'Python', 'Technical documentation']"
Not Mentioned,Data Economy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,Preferably AWS CloudShould be able to prototype andevaluate new libraries and new featu...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Prototype', 'data science', 'Cloud Services', 'Cloud', 'Machine learning', 'data visualization', 'Stakeholder management', 'AWS', 'Monitoring', 'Python']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Qualifications: Bachelor?s / Master?s degree in Computer Science, Machine Learning, Art...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['python', 'linuxaws', 'gitdocker', 'communication skills', 'ml']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Masters degree in AI, Statistics, Math, Operations Research, Engineering, Computer Scie...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['python', 'machine learningstatistics', 'matplotlib', 'problem solving', 'written communicationtensorflow']"
Not Mentioned,Brainlabs Digital,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,We re specifically seeking individuals with a strong open-source tooling background tho...,3-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'Marketing analytics', 'Civil', 'GCP', 'Machine learning', 'Resource allocation', 'Cloud', 'Open source', 'AWS', 'Python']"
Not Mentioned,Brainlabs Group Of Companies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,We re specifically seeking individuals with a strong open-source tooling background tho...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'Marketing analytics', 'Civil', 'GCP', 'Machine learning', 'Resource allocation', 'Cloud', 'Open source', 'AWS', 'Python']"
Not Mentioned,Brainlabs Digital,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,". Docker & APIs: Proficiency in Docker, API integration, and model deployment . Educati...",1-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'GCP', 'Django', 'Machine learning', 'Programming', 'Application development', 'Open source', 'Python']"
Not Mentioned,Brainlabs Group Of Companies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,  Brainlabs is a digital media agency - we re passionate about using data and tech to c...,1-4 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Digital media', 'GCP', 'Django', 'Machine learning', 'Programming', 'Application development', 'Open source', 'Python']"
Not Mentioned,Tiketcom,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"batch, stream) . Mandatory belongings that you must prepare: . Have minimum 3 years of ...",3-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['deep learning', 'software architecture', 'data science', 'Machine learning', 'Architectural design', 'Manager Technology', 'Data processing', 'Supervision', 'Python', 'Technical documentation']"
Not Mentioned,Mindpeers,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,"Excellent coding, documentation, version control, and testing skills in Python . Profic...",2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Version control', 'NoSQL', 'Coding', 'Underwriting', 'Machine learning', 'Natural language processing', 'data visualization', 'SQL', 'Python']"
Not Mentioned,Open Insights,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,Experience in Apache Spark and Databricks . Experience with MLOps tools that support mo...,2-6 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Data modeling', 'Coding', 'Machine learning', 'Data structures', 'Open source', 'Analytics', 'Monitoring', 'SQL', 'Python']"
Not Mentioned,Ideatree,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,   We seek a highly skilled Senior Python Developer with expertise in Python and Node.j...,4-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Backend', 'Usage', 'Payment processing', 'jQuery', 'Coding', 'Service industry', 'Continuous improvement', 'Information technology', 'Ajax']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,Gather AI is a supply chain robotics company founded by the PhDs from Carnegie Mellons ...,2-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['pandas', 'python', 'computer vision', 'pytorch', 'software engineering', 'machine learning', 'opencv', 'statistics']"
Not Mentioned,Not Mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed, 90% Analytical and Development Support    Design and implement machine learning soluti...,3-5 Yrs,"Education
UG: Any Graduate
PG: Any Postgraduate","['Computer science', 'Cloud computing', 'RSS', 'Analytical', 'Machine learning', 'Javascript', 'Forecasting', 'SDLC', 'SQL', 'Python']"
